Symptom,Body_System
right-sided abdominal pain (upper body),Gastrointestinal
right-sided abdominal pain (lower body),Gastrointestinal
right-sided abdominal pain (left body),Gastrointestinal
right-sided abdominal pain (right body),Gastrointestinal
right-sided abdominal pain (central body),Gastrointestinal
right-sided abdominal pain (peripheral body),Gastrointestinal
bilateral abdominal pain,Gastrointestinal
bilateral abdominal pain (upper body),Gastrointestinal
bilateral abdominal pain (lower body),Gastrointestinal
bilateral abdominal pain (left body),Gastrointestinal
bilateral abdominal pain (right body),Gastrointestinal
bilateral abdominal pain (central body),Gastrointestinal
bilateral abdominal pain (peripheral body),Gastrointestinal
worse with exertion abdominal pain,Gastrointestinal
worse with exertion abdominal pain (upper body),Gastrointestinal
worse with exertion abdominal pain (lower body),Gastrointestinal
worse with exertion abdominal pain (left body),Gastrointestinal
worse with exertion abdominal pain (right body),Gastrointestinal
worse with exertion abdominal pain (central body),Gastrointestinal
worse with exertion abdominal pain (peripheral body),Gastrointestinal
worse at night abdominal pain,Gastrointestinal
worse at night abdominal pain (upper body),Gastrointestinal
worse at night abdominal pain (lower body),Gastrointestinal
worse at night abdominal pain (left body),Gastrointestinal
worse at night abdominal pain (right body),Gastrointestinal
worse at night abdominal pain (central body),Gastrointestinal
worse at night abdominal pain (peripheral body),Gastrointestinal
improved with rest abdominal pain,Gastrointestinal
improved with rest abdominal pain (upper body),Gastrointestinal
improved with rest abdominal pain (lower body),Gastrointestinal
improved with rest abdominal pain (left body),Gastrointestinal
improved with rest abdominal pain (right body),Gastrointestinal
improved with rest abdominal pain (central body),Gastrointestinal
improved with rest abdominal pain (peripheral body),Gastrointestinal
acute nausea,Gastrointestinal
chronic nausea,Gastrointestinal
intermittent nausea,Gastrointestinal
recurrent nausea,Gastrointestinal
progressive nausea,Gastrointestinal
sudden onset nausea,Gastrointestinal
gradual onset nausea,Gastrointestinal
severe nausea,Gastrointestinal
mild nausea,Gastrointestinal
moderate nausea,Gastrointestinal
left-sided nausea,Gastrointestinal
right-sided nausea,Gastrointestinal
bilateral nausea,Gastrointestinal
worse with exertion nausea,Gastrointestinal
worse at night nausea,Gastrointestinal
improved with rest nausea,Gastrointestinal
acute vomiting,Gastrointestinal
chronic vomiting,Gastrointestinal
intermittent vomiting,Gastrointestinal
recurrent vomiting,Gastrointestinal
progressive vomiting,Gastrointestinal
sudden onset vomiting,Gastrointestinal
gradual onset vomiting,Gastrointestinal
severe vomiting,Gastrointestinal
mild vomiting,Gastrointestinal
moderate vomiting,Gastrointestinal
left-sided vomiting,Gastrointestinal
right-sided vomiting,Gastrointestinal
bilateral vomiting,Gastrointestinal
worse with exertion vomiting,Gastrointestinal
worse at night vomiting,Gastrointestinal
improved with rest vomiting,Gastrointestinal
acute diarrhea,Gastrointestinal
chronic diarrhea,Gastrointestinal
intermittent diarrhea,Gastrointestinal
recurrent diarrhea,Gastrointestinal
progressive diarrhea,Gastrointestinal
sudden onset diarrhea,Gastrointestinal
gradual onset diarrhea,Gastrointestinal
severe diarrhea,Gastrointestinal
mild diarrhea,Gastrointestinal
moderate diarrhea,Gastrointestinal
left-sided diarrhea,Gastrointestinal
right-sided diarrhea,Gastrointestinal
bilateral diarrhea,Gastrointestinal
worse with exertion diarrhea,Gastrointestinal
worse at night diarrhea,Gastrointestinal
improved with rest diarrhea,Gastrointestinal
acute constipation,Gastrointestinal
chronic constipation,Gastrointestinal
intermittent constipation,Gastrointestinal
recurrent constipation,Gastrointestinal
progressive constipation,Gastrointestinal
sudden onset constipation,Gastrointestinal
gradual onset constipation,Gastrointestinal
severe constipation,Gastrointestinal
mild constipation,Gastrointestinal
moderate constipation,Gastrointestinal
left-sided constipation,Gastrointestinal
right-sided constipation,Gastrointestinal
bilateral constipation,Gastrointestinal
worse with exertion constipation,Gastrointestinal
worse at night constipation,Gastrointestinal
improved with rest constipation,Gastrointestinal
acute heartburn,Gastrointestinal
chronic heartburn,Gastrointestinal
intermittent heartburn,Gastrointestinal
recurrent heartburn,Gastrointestinal
progressive heartburn,Gastrointestinal
sudden onset heartburn,Gastrointestinal
gradual onset heartburn,Gastrointestinal
severe heartburn,Gastrointestinal
mild heartburn,Gastrointestinal
moderate heartburn,Gastrointestinal
left-sided heartburn,Gastrointestinal
right-sided heartburn,Gastrointestinal
bilateral heartburn,Gastrointestinal
worse with exertion heartburn,Gastrointestinal
worse at night heartburn,Gastrointestinal
improved with rest heartburn,Gastrointestinal
acute dysphagia,Gastrointestinal
chronic dysphagia,Gastrointestinal
intermittent dysphagia,Gastrointestinal
recurrent dysphagia,Gastrointestinal
progressive dysphagia,Gastrointestinal
sudden onset dysphagia,Gastrointestinal
gradual onset dysphagia,Gastrointestinal
severe dysphagia,Gastrointestinal
mild dysphagia,Gastrointestinal
moderate dysphagia,Gastrointestinal
left-sided dysphagia,Gastrointestinal
right-sided dysphagia,Gastrointestinal
bilateral dysphagia,Gastrointestinal
worse with exertion dysphagia,Gastrointestinal
worse at night dysphagia,Gastrointestinal
improved with rest dysphagia,Gastrointestinal
acute melena,Gastrointestinal
chronic melena,Gastrointestinal
intermittent melena,Gastrointestinal
recurrent melena,Gastrointestinal
progressive melena,Gastrointestinal
sudden onset melena,Gastrointestinal
gradual onset melena,Gastrointestinal
severe melena,Gastrointestinal
mild melena,Gastrointestinal
moderate melena,Gastrointestinal
left-sided melena,Gastrointestinal
right-sided melena,Gastrointestinal
bilateral melena,Gastrointestinal
worse with exertion melena,Gastrointestinal
worse at night melena,Gastrointestinal
improved with rest melena,Gastrointestinal
acute hematemesis,Gastrointestinal
chronic hematemesis,Gastrointestinal
intermittent hematemesis,Gastrointestinal
recurrent hematemesis,Gastrointestinal
progressive hematemesis,Gastrointestinal
sudden onset hematemesis,Gastrointestinal
gradual onset hematemesis,Gastrointestinal
severe hematemesis,Gastrointestinal
mild hematemesis,Gastrointestinal
moderate hematemesis,Gastrointestinal
left-sided hematemesis,Gastrointestinal
right-sided hematemesis,Gastrointestinal
bilateral hematemesis,Gastrointestinal
worse with exertion hematemesis,Gastrointestinal
worse at night hematemesis,Gastrointestinal
improved with rest hematemesis,Gastrointestinal
acute bloating,Gastrointestinal
chronic bloating,Gastrointestinal
intermittent bloating,Gastrointestinal
recurrent bloating,Gastrointestinal
progressive bloating,Gastrointestinal
sudden onset bloating,Gastrointestinal
gradual onset bloating,Gastrointestinal
severe bloating,Gastrointestinal
mild bloating,Gastrointestinal
moderate bloating,Gastrointestinal
left-sided bloating,Gastrointestinal
right-sided bloating,Gastrointestinal
bilateral bloating,Gastrointestinal
worse with exertion bloating,Gastrointestinal
worse at night bloating,Gastrointestinal
improved with rest bloating,Gastrointestinal
headache (upper body),Neurological
headache (lower body),Neurological
headache (left body),Neurological
headache (right body),Neurological
headache (central body),Neurological
headache (peripheral body),Neurological
acute headache,Neurological
acute headache (upper body),Neurological
acute headache (lower body),Neurological
acute headache (left body),Neurological
acute headache (right body),Neurological
acute headache (central body),Neurological
acute headache (peripheral body),Neurological
chronic headache,Neurological
chronic headache (upper body),Neurological
chronic headache (lower body),Neurological
chronic headache (left body),Neurological
chronic headache (right body),Neurological
chronic headache (central body),Neurological
chronic headache (peripheral body),Neurological
intermittent headache,Neurological
intermittent headache (upper body),Neurological
intermittent headache (lower body),Neurological
intermittent headache (left body),Neurological
intermittent headache (right body),Neurological
intermittent headache (central body),Neurological
intermittent headache (peripheral body),Neurological
recurrent headache,Neurological
recurrent headache (upper body),Neurological
recurrent headache (lower body),Neurological
recurrent headache (left body),Neurological
recurrent headache (right body),Neurological
recurrent headache (central body),Neurological
recurrent headache (peripheral body),Neurological
progressive headache,Neurological
progressive headache (upper body),Neurological
progressive headache (lower body),Neurological
progressive headache (left body),Neurological
progressive headache (right body),Neurological
progressive headache (central body),Neurological
progressive headache (peripheral body),Neurological
sudden onset headache,Neurological
sudden onset headache (upper body),Neurological
sudden onset headache (lower body),Neurological
sudden onset headache (left body),Neurological
sudden onset headache (right body),Neurological
sudden onset headache (central body),Neurological
sudden onset headache (peripheral body),Neurological
gradual onset headache,Neurological
gradual onset headache (upper body),Neurological
gradual onset headache (lower body),Neurological
gradual onset headache (left body),Neurological
gradual onset headache (right body),Neurological
gradual onset headache (central body),Neurological
gradual onset headache (peripheral body),Neurological
severe headache,Neurological
severe headache (upper body),Neurological
severe headache (lower body),Neurological
severe headache (left body),Neurological
severe headache (right body),Neurological
severe headache (central body),Neurological
severe headache (peripheral body),Neurological
mild headache,Neurological
mild headache (upper body),Neurological
mild headache (lower body),Neurological
mild headache (left body),Neurological
mild headache (right body),Neurological
mild headache (central body),Neurological
mild headache (peripheral body),Neurological
moderate headache,Neurological
moderate headache (upper body),Neurological
moderate headache (lower body),Neurological
moderate headache (left body),Neurological
moderate headache (right body),Neurological
moderate headache (central body),Neurological
moderate headache (peripheral body),Neurological
