Diagnosis,Symptoms,MEDICATION,Specialty
"D2370   Other benign neoplasm of skin of unspecified lower limb, including hip",,,Dermatology
"D2371   Other benign neoplasm of skin of right lower limb, including hip",,,Dermatology
"D2372   Other benign neoplasm of skin of left lower limb, including hip",,,Dermatology
"D239    Other benign neoplasm of skin, unspecified",,,Dermatology
D241    Benign neoplasm of right breast,,,Gynecology
D242    Benign neoplasm of left breast,,,Gynecology
D249    Benign neoplasm of unspecified breast,,,Gynecology
D250    Submucous leiomyoma of uterus,,,Gynecology
D251    Intramural leiomyoma of uterus,,,Gynecology
D252    Subserosal leiomyoma of uterus,,,Gynecology
"D259    Leiomyoma of uterus, unspecified",,,Gynecology
D260    Other benign neoplasm of cervix uteri,,,Gynecology
D267    Other benign neoplasm of other parts of uterus,,,Gynecology
"D269    Other benign neoplasm of uterus, unspecified",,,Gynecology
D270    Benign neoplasm of right ovary,,,Gynecology
D271    Benign neoplasm of left ovary,,,Gynecology
D279    Benign neoplasm of unspecified ovary,,,Gynecology
"D330    Benign neoplasm of brain, supratentorial",,,Neurology
"D331    Benign neoplasm of brain, infratentorial",,,Neurology
"D332    Benign neoplasm of brain, unspecified",,,Neurology
"D3A019  Benign carcinoid tumor of the small intestine, unspecified portion",,,Gastroenterology
D3A022  Benign carcinoid tumor of the ascending colon,,,Gastroenterology
D3A023  Benign carcinoid tumor of the transverse colon,,,Gastroenterology
D3A024  Benign carcinoid tumor of the descending colon,,,Gastroenterology
D3A025  Benign carcinoid tumor of the sigmoid colon,,,Gastroenterology
"D3A029  Benign carcinoid tumor of the large intestine, unspecified portion",,,Gastroenterology
D3A092  Benign carcinoid tumor of the stomach,,,Gastroenterology
D371    Neoplasm of uncertain behavior of stomach,,,Gastroenterology
D372    Neoplasm of uncertain behavior of small intestine,,,Gastroenterology
D374    Neoplasm of uncertain behavior of colon,,,Gastroenterology
"D376    Neoplasm of uncertain behavior of liver, gallbladder and bile ducts",,,Gastroenterology
D390    Neoplasm of uncertain behavior of uterus,,,Gynecology
D3910   Neoplasm of uncertain behavior of unspecified ovary,,,Gynecology
D3911   Neoplasm of uncertain behavior of right ovary,,,Gynecology
D3912   Neoplasm of uncertain behavior of left ovary,,,Gynecology
"D430    Neoplasm of uncertain behavior of brain, supratentorial",,,Neurology
"D431    Neoplasm of uncertain behavior of brain, infratentorial",,,Neurology
"D432    Neoplasm of uncertain behavior of brain, unspecified",,,Neurology
D480    Neoplasm of uncertain behavior of bone and articular cartilage,,,Orthopedics
D485    Neoplasm of uncertain behavior of skin,,,Dermatology
D4860   Neoplasm of uncertain behavior of unspecified breast,,,Gynecology
D4861   Neoplasm of uncertain behavior of right breast,,,Gynecology
D4862   Neoplasm of uncertain behavior of left breast,,,Gynecology
"D492    Neoplasm of unspecified behavior of bone, soft tissue, and skin",,,Orthopedics
D493    Neoplasm of unspecified behavior of breast,,,Gynecology
D496    Neoplasm of unspecified behavior of brain,,,Neurology
D6189   Other specified aplastic anemias and other bone marrow failure syndromes,,,Orthopedics
D863    Sarcoidosis of skin,,,Dermatology
D8682   Multiple cranial nerve palsies in sarcoidosis,,,Neurology
D8685   Sarcoid myocarditis,,,Cardiology
"E0840   Diabetes mellitus due to underlying condition with diabetic neuropathy, unspecified",,,Neurology
E0843   Diabetes mellitus due to underlying condition with diabetic autonomic (poly)neuropathy,,,Neurology
E08620  Diabetes mellitus due to underlying condition with diabetic dermatitis,,,Dermatology
E08621  Diabetes mellitus due to underlying condition with foot ulcer,,,Gastroenterology
E08622  Diabetes mellitus due to underlying condition with other skin ulcer,,,Gastroenterology
E08628  Diabetes mellitus due to underlying condition with other skin complications,,,Dermatology
"E0940   Drug or chemical induced diabetes mellitus with neurological complications with diabetic
neuropathy, unspecified",,,Neurology
"E0943   Drug or chemical induced diabetes mellitus with neurological complications with diabetic
autonomic (poly)neuropathy",,,Neurology
E09620  Drug or chemical induced diabetes mellitus with diabetic dermatitis,,,Dermatology
E09621  Drug or chemical induced diabetes mellitus with foot ulcer,,,Gastroenterology
E09622  Drug or chemical induced diabetes mellitus with other skin ulcer,,,Gastroenterology
E09628  Drug or chemical induced diabetes mellitus with other skin complications,,,Dermatology
"E1040   Type 1 diabetes mellitus with diabetic neuropathy, unspecified",,,Neurology
E1043   Type 1 diabetes mellitus with diabetic autonomic (poly)neuropathy,,,Neurology
E10620  Type 1 diabetes mellitus with diabetic dermatitis,,,Dermatology
E10621  Type 1 diabetes mellitus with foot ulcer,,,Gastroenterology
E10622  Type 1 diabetes mellitus with other skin ulcer,,,Gastroenterology
E10628  Type 1 diabetes mellitus with other skin complications,,,Dermatology
"E1140   Type 2 diabetes mellitus with diabetic neuropathy, unspecified",,,Neurology
E1143   Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy,,,Neurology
E11620  Type 2 diabetes mellitus with diabetic dermatitis,,,Dermatology
E11621  Type 2 diabetes mellitus with foot ulcer,,,Gastroenterology
E11622  Type 2 diabetes mellitus with other skin ulcer,,,Gastroenterology
E11628  Type 2 diabetes mellitus with other skin complications,,,Dermatology
"E1340   Other specified diabetes mellitus with diabetic neuropathy, unspecified",,,Neurology
E1343   Other specified diabetes mellitus with diabetic autonomic (poly)neuropathy,,,Neurology
E13620  Other specified diabetes mellitus with diabetic dermatitis,,,Dermatology
E13621  Other specified diabetes mellitus with foot ulcer,,,Gastroenterology
E13622  Other specified diabetes mellitus with other skin ulcer,,,Gastroenterology
E13628  Other specified diabetes mellitus with other skin complications,,,Dermatology
E790    Hyperuricemia without signs of inflammatory arthritis and tophaceous disease,,,Orthopedics
E8381   Hungry bone syndrome,,,Orthopedics
F0150   Vascular dementia without behavioral disturbance,,,Neurology
F0151   Vascular dementia with behavioral disturbance,,,Neurology
F0280   Dementia in other diseases classified elsewhere without behavioral disturbance,,,Neurology
F0281   Dementia in other diseases classified elsewhere with behavioral disturbance,,,Neurology
F0390   Unspecified dementia without behavioral disturbance,,,Neurology
F0391   Unspecified dementia with behavioral disturbance,,,Neurology
F1027   Alcohol dependence with alcohol-induced persisting dementia,,,Neurology
"F1097   Alcohol use, unspecified with alcohol-induced persisting dementia",,,Neurology
"F1327   Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced
persisting dementia",,,Neurology
"F1397   Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced
persisting dementia",,,Neurology
F1817   Inhalant abuse with inhalant-induced dementia,,,Neurology
F1827   Inhalant dependence with inhalant-induced dementia,,,Neurology
"F1897   Inhalant use, unspecified with inhalant-induced persisting dementia",,,Neurology
F1917   Other psychoactive substance abuse with psychoactive substance-induced persisting dementia,,,Neurology
"F1927   Other psychoactive substance dependence with psychoactive substance-induced persisting
dementia",,,Neurology
"F1997   Other psychoactive substance use, unspecified with psychoactive substance-induced persisting
dementia",,,Neurology
F424    Excoriation (skin-picking) disorder,,,Dermatology
G130    Paraneoplastic neuromyopathy and neuropathy,,,Neurology
G20     Parkinson's disease,,,Neurology
G3109   Other frontotemporal dementia,,,Neurology
"G311    Senile degeneration of brain, not elsewhere classified",,,Neurology
G3183   Dementia with Lewy bodies,,,Neurology
G35     Multiple sclerosis,,,Neurology
"G40001  Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of
localized onset, not intractable, with status epilepticus",,,Neurology
"G40009  Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of
localized onset, not intractable, without status epilepticus",,,Neurology
"G40011  Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of
localized onset, intractable, with status epilepticus",,,Neurology
"G40019  Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of
localized onset, intractable, without status epilepticus",,,Neurology
"G40101  Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple
partial seizures, not intractable, with status epilepticus",,,Neurology
"G40109  Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple
partial seizures, not intractable, without status epilepticus",,,Neurology
"G40111  Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple
partial seizures, intractable, with status epilepticus",,,Neurology
"G40119  Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple
partial seizures, intractable, without status epilepticus",,,Neurology
"G40201  Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with
complex partial seizures, not intractable, with status epilepticus",,,Neurology
"G40209  Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with
complex partial seizures, not intractable, without status epilepticus",,,Neurology
"G40211  Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with
complex partial seizures, intractable, with status epilepticus",,,Neurology
"G40219  Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with
complex partial seizures, intractable, without status epilepticus",,,Neurology
"G40301  Generalized idiopathic epilepsy and epileptic syndromes, not intractable, with status
epilepticus",,,Neurology
"G40309  Generalized idiopathic epilepsy and epileptic syndromes, not intractable, without status
epilepticus",,,Neurology
"G40311  Generalized idiopathic epilepsy and epileptic syndromes, intractable, with status epilepticus",,,Neurology
"G40319  Generalized idiopathic epilepsy and epileptic syndromes, intractable, without status epilepticus",,,Neurology
"G40B01  Juvenile myoclonic epilepsy, not intractable, with status epilepticus",,,Neurology
"G40B09  Juvenile myoclonic epilepsy, not intractable, without status epilepticus",,,Neurology
"G40B11  Juvenile myoclonic epilepsy, intractable, with status epilepticus",,,Neurology
"G40B19  Juvenile myoclonic epilepsy, intractable, without status epilepticus",,,Neurology
"G40401  Other generalized epilepsy and epileptic syndromes, not intractable, with status epilepticus",,,Neurology
"G40409  Other generalized epilepsy and epileptic syndromes, not intractable, without status epilepticus",,,Neurology
"G40411  Other generalized epilepsy and epileptic syndromes, intractable, with status epilepticus",,,Neurology
"G40419  Other generalized epilepsy and epileptic syndromes, intractable, without status epilepticus",,,Neurology
"G40801  Other epilepsy, not intractable, with status epilepticus",,,Neurology
"G40802  Other epilepsy, not intractable, without status epilepticus",,,Neurology
"G40803  Other epilepsy, intractable, with status epilepticus",,,Neurology
"G40804  Other epilepsy, intractable, without status epilepticus",,,Neurology
"G40901  Epilepsy, unspecified, not intractable, with status epilepticus",,,Neurology
"G40909  Epilepsy, unspecified, not intractable, without status epilepticus",,,Neurology
"G40911  Epilepsy, unspecified, intractable, with status epilepticus",,,Neurology
"G40919  Epilepsy, unspecified, intractable, without status epilepticus",,,Neurology
"G43001  Migraine without aura, not intractable, with status migrainosus",,,Neurology
"G43009  Migraine without aura, not intractable, without status migrainosus",,,Neurology
"G43011  Migraine without aura, intractable, with status migrainosus",,,Neurology
"G43019  Migraine without aura, intractable, without status migrainosus",,,Neurology
"G43101  Migraine with aura, not intractable, with status migrainosus",,,Neurology
"G43109  Migraine with aura, not intractable, without status migrainosus",,,Neurology
"G43111  Migraine with aura, intractable, with status migrainosus",,,Neurology
"G43119  Migraine with aura, intractable, without status migrainosus",,,Neurology
"G43401  Hemiplegic migraine, not intractable, with status migrainosus",,,Neurology
"G43409  Hemiplegic migraine, not intractable, without status migrainosus",,,Neurology
"G43411  Hemiplegic migraine, intractable, with status migrainosus",,,Neurology
"G43419  Hemiplegic migraine, intractable, without status migrainosus",,,Neurology
"G43501  Persistent migraine aura without cerebral infarction, not intractable, with status migrainosus",,,Neurology
"G43509  Persistent migraine aura without cerebral infarction, not intractable, without status
migrainosus",,,Neurology
"G43511  Persistent migraine aura without cerebral infarction, intractable, with status migrainosus",,,Neurology
"G43519  Persistent migraine aura without cerebral infarction, intractable, without status migrainosus",,,Neurology
